Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
SIC_33_4349_06,fcd0204a689141dfa5a30383ee3ce3bf,2026-02-02T13:21:52Z,2024-06-17T20:21:50Z,Windows,Windows 10,Workstation,10.14.28.120,189.75.104.70,d0-94-66-d4-09-73,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",admin.murilo,"Protecao fase 3 - Global Windows
14 Jan 26 12:11 UTC","Windows - Estacoes - Global
14 Jan 26 12:23 UTC","platform_default
17 Apr 25 12:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:30 UTC"
SIC_34_4349_00,3b500cbf027442e1bc994bbb30200c0a,2026-02-02T13:17:06Z,2025-12-22T17:36:35Z,Windows,Windows 11,Workstation,10.14.28.71,189.75.104.70,d4-a2-cd-29-7b-ec,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:38 UTC","Windows - Estacoes - Global
14 Jan 26 12:30 UTC","platform_default
22 Dec 25 17:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
22 Dec 25 17:43 UTC"
SIC_34_4349_06,ea33202ee0a047ffbf42f9267c3f9676,2026-02-02T13:06:45Z,2025-10-23T14:41:38Z,Windows,Windows 11,Workstation,10.14.28.63,189.75.104.70,d0-94-66-ce-83-49,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:24 UTC","Windows - Estacoes - Global
14 Jan 26 12:18 UTC","platform_default
23 Oct 25 14:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Oct 25 14:46 UTC"
SIC_35_4349_00,09f41bff1a3c497594581df041820800,2026-02-02T13:05:56Z,2025-10-06T12:32:42Z,Windows,Windows 11,Workstation,10.14.46.51,138.118.3.62,d0-94-66-c6-61-de,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",gustavoj4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:40 UTC","Windows - Estacoes - Global
14 Jan 26 12:40 UTC","platform_default
06 Oct 25 12:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Oct 25 12:42 UTC"
SIC_35_4349_06,6d2f28d49d2b4f8fb92382fe801fec29,2026-02-02T13:19:21Z,2024-04-30T20:46:55Z,Windows,Windows 10,Workstation,10.14.28.100,189.75.104.70,d0-94-66-d4-09-2c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",oziell4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 11:52 UTC","Windows - Estacoes - Global
14 Jan 26 12:10 UTC","platform_default
17 Apr 25 12:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:46 UTC"
SIC_36_4349_00,1494251dc5444787a5f207d5aaed6658,2026-02-02T13:18:50Z,2025-10-24T20:23:55Z,Windows,Windows 11,Workstation,192.168.28.33,189.75.104.70,5c-cd-5b-da-b2-72,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",pamelas4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:30 UTC","Windows - Estacoes - Global
14 Jan 26 12:32 UTC","platform_default
24 Oct 25 20:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Oct 25 20:28 UTC"
SIC_37_4349_00,a4705fcb31db477daa03edfb949b2b8b,2026-02-02T13:12:36Z,2025-12-09T14:25:08Z,Windows,Windows 11,Workstation,192.168.93.8,138.118.3.55,5c-cd-5b-da-b2-3b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:24 UTC","Windows - Estacoes - Global
14 Jan 26 12:32 UTC","platform_default
09 Dec 25 14:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Dec 25 14:32 UTC"
SIC_38_4349_00,5d7b8070d49c49e8a7e3d627a2e58f22,2026-01-29T14:08:56Z,2023-11-01T16:46:07Z,Windows,Windows 10,Workstation,10.14.28.104,189.75.104.70,d0-94-66-bb-54-00,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",viniciusr4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:13 UTC","Windows - Estacoes - Global
14 Jan 26 12:14 UTC","platform_default
17 Apr 25 11:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:25 UTC"
SIC_38_4349_06,c1e1dcacc7204c29b2558c87efef0515,2026-02-02T13:24:57Z,2025-10-22T18:41:51Z,Windows,Windows 11,Workstation,10.14.28.51,189.75.104.70,00-be-43-c8-1e-46,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",julianaa4349_06,"Protecao fase 3 - Global Windows
13 Jan 26 23:39 UTC","Windows - Estacoes - Global
14 Jan 26 00:18 UTC","platform_default
22 Oct 25 18:44 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
22 Oct 25 18:45 UTC"
SIC_39_4349_00,337d7faefeda4676ae2440231e6540d7,2026-02-02T13:27:14Z,2025-05-02T12:05:43Z,Windows,Windows 11,Workstation,10.14.28.77,189.75.104.70,f0-d4-e2-f0-07-3e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:14 UTC","Windows - Estacoes - Global
14 Jan 26 12:48 UTC","platform_default
02 May 25 12:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 May 25 12:07 UTC"
SIC_39_4349_06,499c7db2f9e54201827c6217260d8484,2026-01-27T20:51:52Z,2023-11-01T17:57:37Z,Windows,Windows 10,Workstation,10.14.28.129,189.75.104.70,00-be-43-60-6b-2b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",marianej4349_97,"Protecao fase 3 - Global Windows
14 Jan 26 13:10 UTC","Windows - Estacoes - Global
14 Jan 26 22:05 UTC","platform_default
17 Apr 25 00:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:45 UTC"
SIC_40_4349_00,697082ce35f749c4a3161f4fbc30dc28,2026-02-02T13:07:10Z,2025-08-25T18:10:59Z,Windows,Windows 10,Workstation,10.14.28.82,189.75.104.70,d0-94-66-cd-74-73,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",laryssap4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:33 UTC","Windows - Estacoes - Global
14 Jan 26 12:40 UTC","platform_default
25 Aug 25 18:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 Aug 25 12:49 UTC"
SIC_40_4349_06,0b9771d2cbe04167abbd1cad214397d6,2026-02-02T13:25:19Z,2024-04-30T21:00:01Z,Windows,Windows 11,Workstation,192.168.28.10,189.75.104.70,00-d7-6d-7e-63-50,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",carlar4349_00,"Protecao fase 3 - Global Windows
26 Jan 26 14:14 UTC","Windows - Estacoes - Global
26 Jan 26 14:43 UTC","platform_default
17 Apr 25 12:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:32 UTC"
SIC_41_4349_00,06c99d352fbb4f8e908f3bdb48183255,2026-02-02T13:12:17Z,2025-03-26T19:46:07Z,Windows,Windows 11,Workstation,10.14.28.91,189.75.104.70,d0-94-66-d4-09-0b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",gabrielas4349_00,"Protecao fase 3 - Global Windows
15 Jan 26 12:23 UTC","Windows - Estacoes - Global
15 Jan 26 13:01 UTC","platform_default
17 Apr 25 11:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 Mar 25 19:50 UTC"
SIC_41_4349_06,6d40c8b1df2e41808cd59cad6f9c754d,2026-02-02T13:18:47Z,2025-03-10T18:22:22Z,Windows,Windows 10,Workstation,192.168.28.6,189.75.104.70,00-d7-6d-7e-6b-61,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",fabianem4349_06,"Protecao fase 3 - Global Windows
13 Jan 26 23:39 UTC","Windows - Estacoes - Global
14 Jan 26 01:00 UTC","platform_default
17 Apr 25 16:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Mar 25 18:24 UTC"
SIC_42_4349_00,4c40e12bf2d743198626aa7bb5d8c8d6,2026-02-02T13:17:32Z,2025-03-27T17:12:58Z,Windows,Windows 11,Workstation,10.14.28.58,189.75.104.70,d0-94-66-ce-80-a4,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pietraa4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:17 UTC","Windows - Estacoes - Global
14 Jan 26 12:21 UTC","platform_default
17 Apr 25 12:04 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Mar 25 17:16 UTC"
SIC_42_4349_06,fa75645b781d4e2193451890a8ec98e3,2026-02-02T13:03:20Z,2025-03-17T12:45:28Z,Windows,Windows 11,Workstation,192.168.28.47,189.75.104.70,5c-cd-5b-da-b8-7b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",maysaa4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 12:39 UTC","Windows - Estacoes - Global
14 Jan 26 12:58 UTC","platform_default
17 Apr 25 07:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Mar 25 12:48 UTC"
SIC_44_4349_00,2a92ca317bc440aabd270f3482734fbc,2026-02-02T12:55:49Z,2025-03-28T14:58:54Z,Windows,Windows 10,Workstation,10.14.28.114,189.75.104.70,d0-94-66-c5-d7-c6,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",fabianam4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:13 UTC","Windows - Estacoes - Global
14 Jan 26 12:04 UTC","platform_default
17 Apr 25 11:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Mar 25 15:02 UTC"
SIC_46_4349_00,a5806f757c3146279e9a4bd8287574c3,2026-01-28T18:31:06Z,2026-01-08T16:52:25Z,Windows,Windows 11,Workstation,192.168.28.50,189.75.104.70,c8-95-ce-10-90-e6,7.32.20403.0,Estacoes-4349,,pedrom4349_00,"Protecao fase 3 - Global Windows
27 Jan 26 12:56 UTC","Windows - Estacoes - Global
27 Jan 26 12:17 UTC","platform_default
08 Jan 26 16:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Jan 26 16:56 UTC"
SIC_47_4349_00,eec350e0ef604e198236084039f43e5a,2026-02-02T13:11:16Z,2025-03-25T21:05:40Z,Windows,Windows 10,Workstation,10.14.28.127,189.75.104.70,c8-4b-d6-07-58-cb,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pedrom4349_00,"Protecao fase 3 - Global Windows
26 Jan 26 14:53 UTC","Windows - Estacoes - Global
26 Jan 26 14:53 UTC","platform_default
22 Apr 25 12:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
25 Mar 25 21:09 UTC"
SIC_48_4349_00,455e14ebcb91499d80901174529b78bb,2026-02-02T13:25:08Z,2026-01-08T20:42:41Z,Windows,Windows 11,Workstation,10.14.28.73,189.75.104.70,84-5c-31-e3-fe-40,7.32.20403.0,Estacoes-4349,,karinas4349_97,"Protecao fase 3 - Global Windows
26 Jan 26 20:38 UTC","Windows - Estacoes - Global
26 Jan 26 20:40 UTC","platform_default
08 Jan 26 20:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Jan 26 20:48 UTC"
SIC_50_4349_00,93fa3fef2abd428986b3e03c51976d04,2026-02-02T13:10:05Z,2023-11-24T12:04:23Z,Windows,Windows 11,Workstation,10.14.28.92,189.75.104.70,00-be-43-c8-1e-4c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pamelas4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:25 UTC","Windows - Estacoes - Global
14 Jan 26 12:19 UTC","platform_default
17 Apr 25 12:14 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:47 UTC"
SIC_51_4349_00,e221ae868a9f40de9c5fc726cb430b76,2026-01-30T21:19:23Z,2024-06-25T13:10:42Z,Windows,Windows 10,Workstation,192.168.46.6,138.118.3.62,5c-cd-5b-ea-36-98,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",arthurf4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:42 UTC","Windows - Estacoes - Global
14 Jan 26 12:30 UTC","platform_default
17 Apr 25 12:09 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:28 UTC"
SIC_52_4349_00,972aa707fe3d41928764f870e2ee868f,2026-02-02T13:10:56Z,2023-12-13T04:05:35Z,Windows,Windows 10,Workstation,10.14.28.101,189.75.104.70,74-86-e2-db-d1-b2,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",lucasl4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:34 UTC","Windows - Estacoes - Global
14 Jan 26 12:39 UTC","platform_default
17 Apr 25 12:04 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:30 UTC"
SIC_53_4349_00,c0aab10eac964ea79fbef64383a41dc3,2026-01-27T21:14:44Z,2026-01-13T13:57:55Z,Windows,Windows 11,Workstation,10.14.28.58,189.75.104.70,d4-a2-cd-29-7b-ed,7.32.20403.0,Estacoes-4349,,rafaelas4349_97,"Protecao fase 3 - Global Windows
22 Jan 26 19:39 UTC","Windows - Estacoes - Global
27 Jan 26 12:10 UTC","platform_default
13 Jan 26 14:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Jan 26 14:01 UTC"
SIC_54_4349_00,413a1bb067d5402ba258742aafa1b77a,2026-01-30T21:18:00Z,2024-06-12T14:12:06Z,Windows,Windows 11,Workstation,192.168.93.1,138.118.3.55,00-d7-6d-4c-1c-51,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",deboraf4349_03,"Protecao fase 3 - Global Windows
13 Jan 26 23:51 UTC","Windows - Estacoes - Global
14 Jan 26 00:07 UTC","platform_default
17 Apr 25 09:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:25 UTC"
SIC_55_4349_00,aeaa607c981946b1b4c411d0a9007ab4,2026-01-30T22:31:36Z,2025-12-11T18:27:43Z,Windows,Windows 11,Workstation,192.168.18.24,138.118.1.47,c8-95-ce-11-d6-4f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",wedersona4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 13:24 UTC","Windows - Estacoes - Global
14 Jan 26 13:30 UTC","platform_default
11 Dec 25 18:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Dec 25 18:31 UTC"
SIC_56_4349_00,a7d1db1c4dc94b3d9a8829800cf643c1,2026-01-27T19:46:05Z,2026-01-13T18:37:37Z,Windows,Windows 11,Workstation,10.14.28.52,189.75.104.70,d4-a2-cd-2a-3f-77,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",giovannac4349_97,"Protecao fase 3 - Global Windows
27 Jan 26 12:18 UTC","Windows - Estacoes - Global
27 Jan 26 12:12 UTC","platform_default
13 Jan 26 18:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Jan 26 18:43 UTC"
SIC_57_4349_00,0a16096526274951bdaa483c7a2158c9,2026-02-02T13:24:47Z,2026-01-12T17:44:14Z,Windows,Windows 11,Workstation,10.14.28.85,189.75.104.70,d0-94-66-a7-fb-04,7.32.20403.0,Estacoes-4349,,rafaela4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:33 UTC","Windows - Estacoes - Global
14 Jan 26 12:31 UTC","platform_default
12 Jan 26 17:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Jan 26 17:48 UTC"
SIC_59_4349_00,ea70bca75cd342fd91ab62d820f50c42,2026-01-20T18:53:55Z,2025-12-12T18:20:17Z,Windows,Windows 11,Workstation,10.14.28.125,138.118.1.31,b4-45-06-33-1c-09,7.16.18608.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
Changes pending",No policy,"platform_default
12 Dec 25 18:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Dec 25 18:29 UTC"
SIC_60_4349_00,e180a48e57a84e98a293bd30ac0e297b,2026-02-02T13:23:32Z,2023-10-31T21:11:17Z,Windows,Windows 11,Workstation,10.14.24.51,177.130.29.68,b4-45-06-37-81-77,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",adrianap4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 11:24 UTC","Windows - Estacoes - Global
14 Jan 26 11:26 UTC","platform_default
17 Apr 25 11:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Aug 24 10:59 UTC"
SIC_61_4349_00,74a47885cffe4bb7a227549b27fd6f69,2026-02-02T13:10:32Z,2024-11-25T13:44:04Z,Windows,Windows 10,Workstation,192.168.93.5,138.118.3.55,00-d7-6d-6a-56-0d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",brunar4349_03,"Protecao fase 3 - Global Windows
14 Jan 26 11:56 UTC","Windows - Estacoes - Global
14 Jan 26 11:59 UTC","platform_default
17 Apr 25 15:12 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
25 Nov 24 13:48 UTC"
SIC_62_4349_00,566372ff3d3e466d9ed56ece8382fece,2026-01-30T21:05:50Z,2026-01-21T16:43:15Z,Windows,Windows 11,Workstation,192.168.1.100,2804:250c:1009:af00:35e5:b14b:344e:dc85,c8-95-ce-11-9d-38,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",higork4349_03,"Protecao fase 3 - Global Windows
27 Jan 26 12:25 UTC","Windows - Estacoes - Global
27 Jan 26 12:17 UTC","platform_default
21 Jan 26 16:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jan 26 16:49 UTC"
SIC_63_4349_00,10b7de36f9a34f8ba4c7a1758f97dc6e,2026-02-02T13:18:18Z,2023-12-20T13:33:59Z,Windows,Windows 10,Workstation,10.14.28.128,189.75.104.70,b4-45-06-43-64-a4,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",lucasi4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:13 UTC","Windows - Estacoes - Global
22 Jan 26 15:01 UTC","platform_default
17 Apr 25 12:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:50 UTC"
SIC_64_4349_00,555a39767734463094f67054d25dd32a,2026-02-02T13:24:01Z,2023-11-01T13:00:08Z,Windows,Windows 11,Workstation,10.14.142.52,138.118.2.184,b4-45-06-43-64-ac,7.28.20008.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",joaop4349_12,"Protecao fase 3 - Global Windows
14 Jan 26 13:15 UTC","Windows - Estacoes - Global
Changes pending","platform_default
17 Apr 25 12:02 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 20:35 UTC"
SIC_65_4349_00,9b75e2c3c21d4f228fc8383185436b1d,2026-02-02T13:26:24Z,2025-12-23T13:21:44Z,Windows,Windows 11,Workstation,192.168.28.31,189.75.104.70,30-89-4a-04-e7-28,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",pedrom4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:11 UTC","Windows - Estacoes - Global
14 Jan 26 12:14 UTC","platform_default
23 Dec 25 13:24 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Dec 25 13:25 UTC"
SIC_65_4349_00,afaf7dc4b2ea4ebc89751f5e75cebc1d,2025-12-22T07:46:54Z,2025-05-29T13:36:06Z,Windows,Windows 11,Workstation,192.168.28.30,189.75.104.70,30-89-4a-04-e7-28,7.31.20309.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",isadorab4349_00,"Protecao fase 3 - Global Windows
02 Oct 25 18:29 UTC","Windows - Estacoes - Global
09 Dec 25 20:10 UTC","platform_default
29 May 25 15:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
29 May 25 15:00 UTC"
SIC_66_4349_00,4f078e8abca54c2c880a6854e5544abb,2026-02-02T13:14:41Z,2025-10-07T18:02:02Z,Windows,Windows 11,Workstation,192.168.28.3,189.75.104.70,00-d7-6d-6e-b0-22,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",cassiaa4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 12:42 UTC","Windows - Estacoes - Global
14 Jan 26 13:15 UTC","platform_default
07 Oct 25 18:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Oct 25 18:07 UTC"
SIC_67_4349_00,cf46c17ed72e487b91a6532eb8e05b4c,2026-02-02T13:11:37Z,2025-06-09T17:00:31Z,Windows,Windows 11,Workstation,10.14.94.50,45.231.20.46,34-73-5a-fc-9e-bd,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",claudemirs4349_07,"Protecao fase 3 - Global Windows
14 Jan 26 11:14 UTC","Windows - Estacoes - Global
14 Jan 26 11:41 UTC","platform_default
09 Jun 25 17:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Jun 25 17:03 UTC"
SIC_68_4349_00,0b41514c4c114ae3a6de3bdcf36919dc,2026-02-02T13:15:34Z,2023-11-01T11:54:57Z,Windows,Windows 10,Workstation,10.14.28.131,189.75.104.70,b4-45-06-43-94-6a,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",sinthiaa4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 11:45 UTC","Windows - Estacoes - Global
14 Jan 26 11:47 UTC","platform_default
17 Apr 25 11:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:26 UTC"
SIC_69_4349_00,7ab266c4c6fd4c91b2651cf34e539a4b,2026-01-16T13:53:07Z,2025-05-02T18:47:08Z,Windows,Windows 10,Workstation,10.14.28.102,189.75.104.70,d0-94-66-a9-fa-2f,7.31.20309.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",,"Protecao fase 3 - Global Windows
Changes pending","Windows - Estacoes - Global
Changes pending","platform_default
02 May 25 18:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 May 25 18:50 UTC"
SIC_70_4349_00,6b9a018758c64ca5963adb9ae8b4a58c,2026-01-30T18:22:18Z,2023-11-03T13:51:14Z,Windows,Windows 10,Workstation,10.14.94.52,45.231.20.46,b4-45-06-43-82-f0,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",luannam4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 13:28 UTC","Windows - Estacoes - Global
14 Jan 26 13:59 UTC","platform_default
19 Apr 25 22:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Aug 24 12:39 UTC"
SIC_71_4349_00,27e41511112f440495868148a7ae1658,2026-02-02T12:58:37Z,2025-05-20T16:55:12Z,Windows,Windows 10,Workstation,10.14.46.56,138.118.3.62,d0-94-66-ac-26-03,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",guilhermec4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 13:13 UTC","Windows - Estacoes - Global
14 Jan 26 12:49 UTC","platform_default
20 May 25 17:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 May 25 17:00 UTC"
SIC_72_4349_00,e730d5fac2b141edb3d8b998c4df1844,2026-02-02T13:22:21Z,2023-10-31T21:17:52Z,Windows,Windows 10,Workstation,10.14.28.113,189.75.104.70,b4-45-06-43-89-68,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",fabianas4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:05 UTC","Windows - Estacoes - Global
14 Jan 26 12:54 UTC","platform_default
17 Apr 25 13:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:25 UTC"
SIC_73_4349_00,315383a8f59042e9b1e2b7c5204db34d,2026-02-02T13:14:23Z,2025-10-27T20:41:52Z,Windows,Windows 11,Workstation,10.14.28.81,189.75.104.70,d0-94-66-af-af-72,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",gleisianer4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:43 UTC","Windows - Estacoes - Global
14 Jan 26 12:37 UTC","platform_default
27 Oct 25 20:44 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Oct 25 20:44 UTC"
